0.92,-0.42,0.13,-8.12,-7.69,-6.77
0.90,-0.38,0.14,-11.23,-4.39,-9.09
0.88,-0.34,0.14,-10.56,-2.56,-10.68
0.87,-0.31,0.16,-6.47,-1.28,-10.80
0.86,-0.28,0.15,-2.44,1.34,-10.01
0.86,-0.28,0.17,0.12,2.81,-8.54
0.83,-0.33,0.17,2.26,4.39,-6.35
0.81,-0.37,0.19,1.83,5.49,-3.54
0.83,-0.38,0.24,1.16,4.64,0.06
0.84,-0.42,0.28,5.86,1.34,4.03
0.83,-0.47,0.33,14.71,-2.08,7.81
0.87,-0.48,0.35,19.41,-2.38,10.25
0.92,-0.49,0.33,20.94,-1.28,10.68
0.94,-0.51,0.30,22.77,-0.61,9.77
0.95,-0.53,0.35,20.94,-2.26,7.69
0.96,-0.55,0.34,16.17,-3.23,4.94
0.97,-0.56,0.32,10.68,-4.33,1.40
1.01,-0.53,0.33,1.46,-3.72,-3.11
1.03,-0.54,0.33,-4.33,0.79,-8.42
1.02,-0.59,0.25,-5.37,6.04,-13.67
0.99,-0.62,0.24,-7.20,9.22,-18.92
0.96,-0.64,0.22,-8.06,14.53,-24.23
0.94,-0.64,0.20,-7.14,21.24,-28.69
0.93,-0.67,0.15,-5.13,27.83,-32.90
0.91,-0.65,0.13,-5.13,32.17,-37.48
0.87,-0.63,0.11,-3.05,34.12,-41.38
0.85,-0.62,0.08,-1.77,33.87,-44.25
0.83,-0.62,0.06,-2.20,32.53,-47.55
0.78,-0.61,0.08,-3.97,30.15,-51.03
0.75,-0.59,0.14,-6.41,28.08,-52.80
0.75,-0.54,0.11,-6.90,28.08,-54.02
0.77,-0.50,0.07,-5.43,26.61,-55.48
0.76,-0.50,0.02,-0.79,23.80,-55.97
0.75,-0.50,0.01,2.75,18.55,-54.57
0.78,-0.43,0.02,2.14,11.29,-52.92
0.79,-0.40,0.02,1.77,3.05,-51.94
0.78,-0.40,0.01,2.38,-1.77,-51.33
0.78,-0.41,0.03,2.01,-1.59,-51.21
0.78,-0.41,0.07,1.95,1.22,-51.94
0.77,-0.42,0.12,3.36,2.69,-51.27
0.74,-0.45,0.16,7.08,4.33,-49.32
0.73,-0.48,0.17,8.67,7.39,-48.22
0.71,-0.49,0.18,9.89,9.77,-48.16
0.71,-0.43,0.19,8.54,12.63,-49.87
0.73,-0.42,0.20,6.10,10.93,-47.24
0.76,-0.39,0.20,8.61,8.24,-49.80
0.79,-0.36,0.17,9.64,10.86,-54.81
0.86,-0.38,0.16,9.70,14.53,-58.84
0.89,-0.40,0.14,11.17,23.13,-61.46
0.91,-0.42,0.10,10.19,32.35,-62.13
0.96,-0.38,0.07,1.10,36.56,-61.22
1.03,-0.31,0.09,-10.38,32.47,-58.41
1.07,-0.27,0.17,-16.11,25.51,-53.04
1.09,-0.26,0.26,-15.69,21.55,-45.23
1.09,-0.27,0.32,-15.38,20.32,-36.01
1.09,-0.28,0.39,-17.03,20.02,-25.57
1.03,-0.29,0.45,-15.99,19.78,-15.38
0.92,-0.37,0.47,-12.21,21.06,-5.80
0.83,-0.49,0.46,-11.29,24.11,2.26
0.72,-0.61,0.41,-6.96,31.19,7.20
0.63,-0.71,0.32,-1.28,36.32,9.03
0.58,-0.79,0.24,2.93,37.35,10.13
0.59,-0.81,0.18,8.48,34.61,9.52
0.61,-0.79,0.16,15.14,26.67,7.39
0.63,-0.77,0.12,24.23,17.58,4.39
0.65,-0.74,0.11,29.79,8.97,1.65
0.69,-0.71,0.10,30.82,0.92,0.18
0.74,-0.67,0.11,30.70,-6.16,-0.43
0.75,-0.61,0.10,31.56,-9.34,-0.06
0.78,-0.57,0.09,25.15,-12.08,3.54
0.83,-0.54,0.12,14.53,-16.30,6.84
0.85,-0.53,0.16,7.69,-17.52,7.69
0.84,-0.54,0.16,5.68,-13.85,6.47
0.81,-0.56,0.16,3.48,-8.30,5.13
0.78,-0.58,0.17,-0.43,-2.87,4.21
0.75,-0.62,0.16,-2.56,3.36,2.62
0.73,-0.64,0.16,-2.87,8.79,0.37
0.70,-0.67,0.15,-1.10,12.70,-1.59
0.69,-0.71,0.13,0.67,15.69,-2.75
0.69,-0.72,0.12,0.92,17.52,-3.11
0.70,-0.73,0.10,2.08,17.15,-2.56
0.71,-0.73,0.09,3.78,14.16,-0.49
0.71,-0.73,0.11,5.31,9.09,3.05
0.72,-0.70,0.15,6.71,3.11,7.32
0.74,-0.68,0.19,8.73,-3.66,12.27
0.77,-0.65,0.21,11.05,-9.28,17.03
0.80,-0.57,0.22,13.24,-12.51,20.81
0.80,-0.53,0.23,19.65,-16.05,24.78
0.83,-0.48,0.23,22.89,-19.90,28.44
0.88,-0.46,0.23,22.71,-24.23,30.82
0.91,-0.44,0.25,21.42,-26.43,32.29
0.90,-0.42,0.25,21.67,-24.41,32.23
0.92,-0.42,0.24,23.13,-21.12,32.35
0.92,-0.42,0.25,21.97,-18.43,33.39
0.90,-0.41,0.21,21.67,-17.58,34.24
0.87,-0.40,0.18,23.07,-18.25,36.07
0.86,-0.39,0.16,24.90,-19.71,37.90
0.86,-0.38,0.16,26.73,-20.32,38.94
0.87,-0.37,0.15,27.83,-21.06,39.31
0.84,-0.37,0.16,28.81,-21.79,39.49
0.82,-0.39,0.16,27.28,-21.30,39.61
0.81,-0.40,0.14,25.63,-18.68,39.98
0.82,-0.40,0.11,22.22,-16.60,40.83
0.83,-0.40,0.07,19.71,-15.69,42.36
0.86,-0.38,0.08,16.85,-16.17,45.41
0.90,-0.36,0.12,15.50,-15.93,49.50
0.90,-0.39,0.11,19.47,-14.10,54.44
0.86,-0.41,0.09,22.95,-10.01,58.59
0.83,-0.41,0.06,22.16,-5.31,60.61
0.82,-0.39,0.04,21.91,-1.95,60.85
0.80,-0.37,0.02,23.19,1.46,59.63
